Word & Type	Greek	English translation	dStrongs = Grammar	Dictionary form =  Gloss	editions	Meaning variants	Spelling variants	Spanish translation	Sub-meaning	Conjoin word	sStrong+Instance	Alt Strongs
Gal.6.18#07	μετὰ	with	G3326=PREP	μετά=with/after	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			con	with	#08	G3326_A	
Gal.6.18#08	ὑμῶν,	your	G4771=P-2GP	σύ=you	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			de ustedes	your	#11«10:G4151	G4771_A	G5216
Gal.6.18#09	του	spirit	G3588/G4151=T-GSN								G3588_C	
Gal.6.18#10	ἀμήν.	Amen	G281=HEB	ἀμήν=amen	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			Amén	amen	#13	G281_A	
Gal.6.18#11	πρός	Unto	G4314=PREP	πρός=to/with	TR			hacia	to	#14	G4314_A	
Gal.6.18#12	Γαλάτας	the Galatians	G1052=N-ASM	Γαλάτης=Galatian	TR			gálatas	Galatian»Galatian|Galatia@Act.16.6	#15	G1052_A	
Gal.6.18#13	ἐγράφη	written	G1125=V-2API-3S	γράφω=to write	TR			fue escrito	to write	#16	G1125_A	
Gal.6.18#14	ἀπό	from	G575=PREP	ἀπό=away from	TR			desde	from	#17	G575_A	
Gal.6.18#15	Ῥώμης.¶	Rome	G4516=N-GSF	Ῥώμη=Rome	TR			Roma	[ ]»[ ]|Rome@Jhn.11.48	#18	G4516_A	
Eph.1.1#01	τοῖς		G3588=T-DPM	ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			a los	the	#08»09:G0040	G3588_A	
Eph.1.1#02	παυλος	Paul	G3972=N-NSM								G3972_A	
Eph.1.1#03	αποστολος	an apostle	G652=N-NSM								G652_A	
Eph.1.1#04	Ἰησοῦ·	of Jesus	G2424=N-GSM	Ἰησοῦς=Jesus/Joshua	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			Jesús	Jesus»Jesus|Jesus@Mat.1.1	#18	G2424_A	
Eph.1.1#05	χριστου	Christ	G5547=N-GSM								G5547_A	
Eph.1.1#06	δια	by	G1223=PREP								G1223_A	
Eph.1.1#07	θεληματος	the will	G2307=N-GSN								G2307_A	
Eph.1.1#08	θεου	of God	G2316=N-GSM								G2316_A	
Eph.1.1#09	αγιοις	to the saints	G40=A-DPM								G40_A	
Eph.1.1#10	τοις	which	G3588=T-DPM								G3588_B	
Eph.1.1#11	ουσιν	are	G1510=V-PAP-DPM								G1510_A	
Eph.1.1#12	εν	at	G1722=PREP								G1722_A	
Eph.1.1#13	εφεσω	Ephesus	G2181=N-DSF								G2181_A	
Eph.1.1#14	και	and	G2532=CONJ								G2532_A	
Eph.1.1#15	πιστοις	to the faithful	G4103=A-DPM								G4103_A	
Eph.1.1#16	εν	in	G1722=PREP								G1722_B	
Eph.1.1#17	χριστω	Christ	G5547=N-DSM								G5547_B	
Eph.1.1#18	ιησου	Jesus	G2424=N-DSM								G2424_B	
Eph.1.2#01	χάρις	Grace	G5485=N-NSF	χάρις=grace	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			Bondad inmerecida	grace	#01	G5485_A	
Eph.1.2#02	ὑμῖν	to you	G4771=P-2DP	σύ=you	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			a ustedes	to you	#02«01:G5485	G4771_A	G5213
Eph.1.2#03	καὶ	and	G2532=CONJ	καί=and	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			y	and	#03	G2532_A	
Eph.1.2#04	εἰρήνη	peace	G1515=N-NSF	εἰρήνη=peace	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			paz	peace	#04	G1515_A	
Eph.1.2#05	ἀπὸ	from	G575=PREP	ἀπό=away from	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			desde	from	#05	G575_A	
Eph.1.2#06	θεοῦ	God	G2316=N-GSM	θεός=God	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			Dios	God	#06	G2316_A	
Eph.1.2#07	ημων	our	G1473=P-1GP								G1473_A	
Eph.1.2#08	πατρὸς	Father	G3962=N-GSM	πατήρ=father	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			Padre	father	#07	G3962_A	
Eph.1.2#09	καὶ	and	G2532=CONJ	καί=and	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			y	and	#09	G2532_B	
Eph.1.2#10	κυρίου	the Lord	G2962=N-GSM	κύριος=lord	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			de Señor	: God»lord|1_God	#10	G2962_A	
Eph.1.2#11	Ἰησοῦ	Jesus	G2424=N-GSM	Ἰησοῦς=Jesus/Joshua	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			Jesús	Jesus»Jesus|Jesus@Mat.1.1	#11	G2424_A	
Eph.1.2#12	Χριστοῦ.¶	Christ	G5547=N-GSM	Χριστός=Christ	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			Ungido	Christ»Christ|Jesus@Mat.1.1	#12	G5547_A	
Eph.1.3#01	ὁ		G3588=T-DPN	ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			el	the	#02»03:G2316	G3588_A	
Eph.1.3#02	ευλογητος	Blessed	G2128=A-NSM								G2128_A	
Eph.1.3#03	τοῦ	the God	G3588/G2316=T-NSM	ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			de el	the	#06»07:G2962	G3588_B	
Eph.1.3#04	και	and	G2532=CONJ								G2532_A	
Eph.1.3#05	πατηρ	Father	G3962=N-NSM								G3962_A	
Eph.1.3#06	ημων	of our	G1473=P-1GP								G1473_A	
Eph.1.3#07	ὁ	Lord	G3588/G2962=T-GSM	ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			el	[that] which	#11»12:G2127	G3588_C	
Eph.1.3#08	ιησου	Jesus	G2424=N-GSM								G2424_A	
Eph.1.3#09	χριστου	Christ	G5547=N-GSM								G5547_A	
Eph.1.3#10	τοῖς	who	G3588=T-NSM	ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			los	the	#19»20:G2032	G3588_D	
Eph.1.3#11	ευλογησας	hath blessed	G2127=V-AAP-NSM								G2127_A	
Eph.1.3#12	ημας	us	G1473=P-1AP								G1473_B	
Eph.1.3#13	ἐν	with	G1722=PREP	ἐν=in/on/among	NA28+NA27+Tyn+SBL+WH+Treg+Byz+KJV			en	in	#21	G1722_A	
Eph.1.3#14	παση	all	G3956=A-DSF								G3956_A	
Eph.1.3#15	πνευματικη	spiritual	G4152=A-DSF								G4152_A	
Eph.1.3#16	ευλογια	blessings	G2129=N-DSF								G2129_A	
Eph.1.3#17	εν	in	G1722=PREP								G1722_B	
Eph.1.3#18	επουρανιοις	heavenly	G2032=A-DPN								G2032_A	
Eph.1.3#19	εν	in	G1722=PREP								G1722_C	
Eph.1.3#20	Χριστῷ,	Christ	G5547=N-DSM	Χριστός=Christ	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			Ungido	Christ»Christ|Jesus@Mat.1.1	#22	G5547_B	
Eph.1.4#01	καθὼς	According as	G2531=ADV	καθώς=as/just as	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			según como	as	#01	G2531_A	
Eph.1.4#02	ἐξελέξατο	he hath chosen	G1586=V-AMI-3S	ἐκλέγω=to select	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			seleccionó	to select	#02	G1586_A	
Eph.1.4#03	ημας	us	G1473=P-1AP								G1473_A	
Eph.1.4#04	ἐν	in	G1722=PREP	ἐν=in/on/among	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			en	in	#04	G1722_A	
Eph.1.4#05	αὐτῷ	him	G846=P-DSM	αὐτός=he/she/it/self	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			él	to him	#05«04:G1722	G846_A	G3778
Eph.1.4#06	πρὸ	before	G4253=PREP	πρό=before	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			antes	before	#06	G4253_A	
Eph.1.4#07	καταβολῆς	the foundation	G2602=N-GSF	καταβολή=beginning	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			echar hacia abajo (simiente)	beginning	#07	G2602_A	
Eph.1.4#08	κόσμου	of the world	G2889=N-GSM	κόσμος=world	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			de mundo	world	#08	G2889_A	
Eph.1.4#09	ημας	that we	G1473=P-1AP								G1473_B	
Eph.1.4#10	ειναι	should be	G1510=V-PAN								G1510_A	
Eph.1.4#11	ἁγίους	holy	G40=A-APM	ἅγιος=holy	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			santos	: holy»holy|1_holy	#11	G40_A	G0039
Eph.1.4#12	καὶ	and	G2532=CONJ	καί=and	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			y	and	#12	G2532_A	
Eph.1.4#13	ἀμώμους	without blame	G299=A-APM	ἄμωμος=blameless	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			sin mancha	blameless	#13	G299_A	
Eph.1.4#14	κατενώπιον	before	G2714=ADV	κατενώπιον=before	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			hacia abajo a vista de	before	#14	G2714_A	
Eph.1.4#15	αὐτοῦ	him	G846=P-GSM	αὐτός=he/she/it/self	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			él	of him	#15«14:G2714	G846_B	G3778
Eph.1.4#16	ἐν	in	G1722=PREP	ἐν=in/on/among	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			en	in	#16	G1722_B	
Eph.1.4#17	ἀγάπῃ	love	G26=N-DSF	ἀγάπη=love	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			amor	love	#17	G26_A	
Eph.1.5#01	προορίσας	Having predestinated	G4309=V-AAP-NSM	προορίζω=to predestine	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			Habiendo predeterminado	to predestine	#01	G4309_A	
Eph.1.5#02	ημας	us	G1473=P-1AP								G1473_A	
Eph.1.5#03	εἰς	unto	G1519=PREP	εἰς=toward	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			hacia dentro	to	#03	G1519_A	
Eph.1.5#04	υἱοθεσίαν	the adoption of children	G5206=N-ASF	υἱοθεσία=adoption (as son)	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			a colocación como hijo	adoption (as son)	#04	G5206_A	
Eph.1.5#05	διὰ	by	G1223=PREP	διά=through/because of	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			a través de	through	#05	G1223_A	
Eph.1.5#06	Ἰησοῦ	Jesus	G2424=N-GSM	Ἰησοῦς=Jesus/Joshua	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			Jesús	Jesus»Jesus|Jesus@Mat.1.1	#06	G2424_A	
Eph.1.5#07	Χριστοῦ	Christ	G5547=N-GSM	Χριστός=Christ	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			Ungido	Christ»Christ|Jesus@Mat.1.1	#07	G5547_A	
Eph.1.5#08	εἰς	to	G1519=PREP	εἰς=toward	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			hacia dentro	toward	#08	G1519_B	
Eph.1.5#09	αὐτὸν	himself	G846=P-ASM	αὐτός=he/she/it/self	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			a él	him	#09«08:G1519	G846_A	G3778
Eph.1.5#10	κατὰ	according	G2596=PREP	κατά=according to	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			según	according to	#10	G2596_A	
Eph.1.5#11	τὴν εὐδοκίαν	to the good pleasure	G3588/G2107=T-ASF	εὐδοκία=goodwill / ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			a el pensar bien de	the goodwill	#11»12:G2107 #12	G3588_A	
Eph.1.5#12	αὐτοῦ	of his	G846=P-GSM	αὐτός=he/she/it/self	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			de él	of him	#15«14:G2307	G846_B	G3778
Eph.1.5#13	του	will	G3588/G2307=T-GSN								G3588_B	
Eph.1.6#01	τῆς		G3588=T-DSM	ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			de la	the	#04»05:G5485	G3588_A	
Eph.1.6#02	εις	To	G1519=PREP								G1519_A	
Eph.1.6#03	επαινον	the praise	G1868=N-ASM								G1868_A	
Eph.1.6#04	δοξης	of the glory	G1391=N-GSF								G1391_A	
Eph.1.6#05	αὐτοῦ,	of his	G846=P-GSM	αὐτός=he/she/it/self	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			de él	of his	#06«05:G5485	G846_A	G3778
Eph.1.6#06	τῷ	grace	G3588/G5485=T-GSF	ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			el	[that] which	#12»13:G0025	G3588_B	
Eph.1.6#07	εν		G1722=PREP								G1722_A	
Eph.1.6#08	η	wherein	G3739=R-DSF								G3739_A	
Eph.1.6#09	εχαριτωσεν	he hath made	G5487=V-AAI-3S								G5487_A	
Eph.1.6#10	ημας	us	G1473=P-1AP								G1473_A	
Eph.1.6#11	εχαριτωσεν	accepted	G5487=V-AAI-3S								G5487_B	
Eph.1.6#12	εν	in	G1722=PREP								G1722_B	
Eph.1.6#13	ἠγαπημένῳ,	the beloved	G25=V-RPP-DSM	ἀγαπάω=to love	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			ha sido amado	to love	#13	G25_A	
Eph.1.7#01	ἐν	In	G1722=PREP	ἐν=in/on/among	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			en	in	#01	G1722_A	
Eph.1.7#02	ᾧ	whom	G3739=R-DSM	ὅς, ἥ=which	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			quien	which	#02«01:G1722	G3739_A	
Eph.1.7#03	ἔχομεν	we have	G2192=V-PAI-1P	ἔχω=to have/be	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			estamos teniendo	to have	#03	G2192_A	
Eph.1.7#04	τὴν ἀπολύτρωσιν	redemption	G3588/G629=T-ASF	ἀπολύτρωσις=redemption / ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			la liberación por rescate	the redemption	#04»05:G0629 #05	G3588_A	
Eph.1.7#05	διὰ	through	G1223=PREP	διά=through/because of	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			a través de	through	#06	G1223_A	
Eph.1.7#06	αὐτοῦ,	his	G846=P-GSM	αὐτός=he/she/it/self	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			de él	his	#09«08:G0129	G846_A	G3778
Eph.1.7#07	τὴν	blood	G3588/G129=T-GSN	ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			el	the	#10»11:G0859	G3588_B	
Eph.1.7#08	τῶν	the forgiveness	G3588/G859=T-ASF	ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			las	the	#12»13:G3900	G3588_C	
Eph.1.7#09	τὸ	of sins	G3588/G3900=T-GPN	ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg	τὸν (t=ton) the - G3588=T-ASM in: TR+Byz		la	the	#15»16:G4149	G3588_D	
Eph.1.7#10	κατα	according	G2596=PREP								G2596_A	
Eph.1.7#11	τῆς	to the riches	G3588/G4149=T-ASM	ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			de la	the	#17»18:G5485	G3588_E	
Eph.1.7#12	αὐτοῦ,	of his	G846=P-GSM	αὐτός=he/she/it/self	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			de él	of his	#19«18:G5485	G846_B	G3778
Eph.1.7#13	της	grace	G3588/G5485=T-GSF								G3588_F	
Eph.1.8#01	ἧς	Wherein	G3739=R-GSF	ὅς, ἥ=which	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			de cual	which	#01»02:G4052	G3739_A	
Eph.1.8#02	ἐπερίσσευσεν	he hath abounded	G4052=V-AAI-3S	περισσεύω=to abound/exceed	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			abundó	to abound	#02	G4052_A	
Eph.1.8#03	εἰς	toward	G1519=PREP	εἰς=toward	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			hacia dentro	toward	#03	G1519_A	
Eph.1.8#04	ημας	us	G1473=P-1AP								G1473_A	
Eph.1.8#05	ἐν	in	G1722=PREP	ἐν=in/on/among	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			en	in	#05	G1722_A	
Eph.1.8#06	πάσῃ	all	G3956=A-DSF	πᾶς=all	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			toda	all	#06	G3956_A	
Eph.1.8#07	σοφίᾳ	wisdom	G4678=N-DSF	σοφία=wisdom	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			sabiduría	wisdom	#07	G4678_A	
Eph.1.8#08	καὶ	and	G2532=CONJ	καί=and	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			y	and	#08	G2532_A	
Eph.1.8#09	φρονήσει	prudence	G5428=N-DSF	φρόνησις=understanding	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			sensatez	understanding	#09	G5428_A	
Eph.1.9#01	γνωρίσας	Having made known	G1107=V-AAP-NSM	γνωρίζω=to make known	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			habiendo hecho conocer	to make known	#01	G1107_A	
Eph.1.9#02	ημιν	unto us	G1473=P-1DP								G1473_A	
Eph.1.9#03	τὸ μυστήριον	the mystery	G3588/G3466=T-ASN	μυστήριον=mystery / ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			el misterio	the mystery	#03»04:G3466 #04	G3588_A	
Eph.1.9#04	αὐτοῦ	of his	G846=P-GSM	αὐτός=he/she/it/self	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			de él	of his	#07«06:G2307	G846_A	G3778
Eph.1.9#05	τὴν	will	G3588/G2307=T-GSN	ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			el	the	#09»10:G2107	G3588_B	
Eph.1.9#06	κατα	according to	G2596=PREP								G2596_A	
Eph.1.9#07	αὐτοῦ,	his	G846=P-GSM	αὐτός=he/she/it/self	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			él	his	#11«10:G2107	G846_B	G3778
Eph.1.9#08	την	good pleasure	G3588/G2107=T-ASF								G3588_C	
Eph.1.9#09	ἣν	which	G3739=R-ASF	ὅς, ἥ=which	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			cual	which	#12»13:G4388	G3739_A	
Eph.1.9#10	προέθετο	he hath purposed	G4388=V-2AMI-3S	προτίθημι=to plan/present	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			colocó delante de sí	to present	#13	G4388_A	
Eph.1.9#11	ἐν	in	G1722=PREP	ἐν=in/on/among	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			en	in	#14	G1722_A	
Eph.1.9#12	αὐτῷ	himself	G846=P-DSM	αὐτός=he/she/it/self	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			él	to him	#15«14:G1722	G846_C	G3778
Eph.1.10#01	τοῦ		G3588=T-APN	ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			de la	the	#03»04:G4138	G3588_A	
Eph.1.10#02	εις	That in	G1519=PREP								G1519_A	
Eph.1.10#03	οικονομιαν	the dispensation	G3622=N-ASF								G3622_A	
Eph.1.10#04	τῶν	of the fulness	G3588/G4138=T-GSN	ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			de los	the	#05»06:G2540	G3588_B	
Eph.1.10#05	τὰ	of times	G3588/G2540=T-GPM	ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			a las	the	#08»09:G3956	G3588_C	
Eph.1.10#06	ανακεφαλαιωσασθαι	he might gather together in one	G346=V-ADN								G346_A	
Eph.1.10#07	πάντα	all things	G3956=A-APN	πᾶς=all	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			todas (cosas)	all	#09	G3956_A	
Eph.1.10#08	ἐν	in	G1722=PREP	ἐν=in/on/among	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			en	in	#10	G1722_A	
Eph.1.10#09	τῷ Χριστῷ,	Christ	G3588/G5547=T-DSM	Χριστός=Christ / ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			el Ungido	the Christ»Christ|Jesus@Mat.1.1	#11»12:G5547 #12	G3588_D	
Eph.1.10#10	τε	both	G5037=PRT	τε=and/both	TR			y	and	#14	G5037_A	
Eph.1.10#11	τοῖς	which are	G3588=T-APN	ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			los	the	#16»17:G3772	G3588_E	
Eph.1.10#12	εν	in	G1722=PREP								G1722_B	
Eph.1.10#13	τὰ	heaven	G3588/G3772=T-DPM	ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			a las (cosas)	[those] which [are]	#19»20:G1909	G3588_F	
Eph.1.10#14	και	and	G2532=CONJ								G2532_A	
Eph.1.10#15	τῆς	which are	G3588=T-APN	ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			la	the	#21»22:G1093	G3588_G	
Eph.1.10#16	επι	on	G1909=PREP								G1909_A	
Eph.1.10#17	γῆς,	earth	G3588/G1093=T-GSF	γῆ=earth	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			tierra	: planet»earth|3_planet	#22	G3588_H	
Eph.1.11#01	τοῦ		G3588=T-APN	ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			de el	[that] which	#08»11:G1754	G3588_A	
Eph.1.11#02	εν		G1722=PREP								G1722_A	
Eph.1.11#03	αὐτοῦ		G846=P-DSM	αὐτός=he/she/it/self	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			de él	of his	#17«16:G2307	G846_A	G3778
Eph.1.11#04	εν	In	G1722=PREP								G1722_B	
Eph.1.11#05	ω	whom	G3739=R-DSM								G3739_A	
Eph.1.11#06	και	also	G2532=CONJ								G2532_A	
Eph.1.11#07	εκληρωθημεν	we have obtained an inheritance	G2820=V-API-1P								G2820_A	
Eph.1.11#08	προορισθεντες	being predestinated	G4309=V-APP-NPM								G4309_A	
Eph.1.11#09	κατα	according to	G2596=PREP								G2596_A	
Eph.1.11#10	προθεσιν	the purpose	G4286=N-ASF								G4286_A	
Eph.1.11#11	του	of him who	G3588=T-GSM								G3588_B	
Eph.1.11#12	ενεργουντος	worketh	G1754=V-PAP-GSM								G1754_A	
Eph.1.11#13	παντα	all things	G3956=A-APN								G3956_A	
Eph.1.11#14	κατα	after	G2596=PREP								G2596_B	
Eph.1.11#15	την	the counsel	G3588/G1012=T-ASF								G3588_C	
Eph.1.11#16	αυτου	of his own	G846=P-GSM								G846_B	
Eph.1.11#17	του	will	G3588/G2307=T-GSN								G3588_D	
Eph.1.12#01	εἰς		G1519=PREP	εἰς=toward	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			hacia dentro	toward	#01	G1519_A	
Eph.1.12#02	τὸ	That	G3588=T-ASN	ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			el	[that] which	#02»03:G1510	G3588_A	
Eph.1.12#03	ημας	we	G1473=P-1AP								G1473_A	
Eph.1.12#04	ειναι	should be	G1510=V-PAN								G1510_A	
Eph.1.12#05	εἰς	to	G1519=PREP	εἰς=toward	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			hacia dentro	toward	#05	G1519_B	
Eph.1.12#06	ἔπαινον	the praise	G1868=N-ASM	ἔπαινος=praise	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			alabanza	praise	#06	G1868_A	
Eph.1.12#07	αὐτοῦ,	of his	G846=P-GSM	αὐτός=he/she/it/self	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			de él	of his	#09«08:G1391	G846_A	G3778
Eph.1.12#08	τοὺς	glory	G3588/G1391=T-GSF	ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			los (que)	[those] which	#10»11:G4276	G3588_B	
Eph.1.12#09	τῷ	who	G3588=T-APM	ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			el	the	#13»14:G5547	G3588_C	
Eph.1.12#10	προηλπικοτας	first trusted	G4276=V-RAP-APM								G4276_A	
Eph.1.12#11	εν	in	G1722=PREP								G1722_A	
Eph.1.12#12	Χριστῷ·	Christ	G3588/G5547=T-DSM	Χριστός=Christ	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			Ungido	Christ»Christ|Jesus@Mat.1.1	#14	G3588_D	
Eph.1.13#01	ἐν	In	G1722=PREP	ἐν=in/on/among	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			en	in	#01	G1722_A	
Eph.1.13#02	ᾧ	whom	G3739=R-DSM	ὅς, ἥ=which	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			quien	which	#02«01:G1722	G3739_A	
Eph.1.13#03	ὑμεῖς	ye	G4771=P-2NP	σύ=you	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			ustedes	you	#04»05:G0191	G4771_A	G5210
Eph.1.13#04	και	also	G2532=CONJ								G2532_A	
Eph.1.13#05	ἀκούσαντες	after that ye heard	G191=V-AAP-NPM	ἀκούω=to hear	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			habiendo oído	to hear	#05	G191_A	
Eph.1.13#06	τὸν λόγον	the word	G3588/G3056=T-ASM	λόγος=word / ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			la palabra	the word	#06»07:G3056 #07	G3588_A	
Eph.1.13#07	τῆς ἀληθείας,	of truth	G3588/G225=T-GSF	ἀλήθεια=truth / ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			de la verdad	the truth	#08»09:G0225 #09	G3588_B	
Eph.1.13#08	τὸ εὐαγγέλιον	the gospel	G3588/G2098=T-ASN	εὐαγγέλιον=gospel / ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			a la buena noticia	the gospel	#10»11:G2098 #11	G3588_C	
Eph.1.13#09	ὑμῶν,	of your	G4771=P-2GP	σύ=you	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			de ustedes	of you	#14«13:G4991	G4771_B	G5216
Eph.1.13#10	τῷ	salvation	G3588/G4991=T-GSF	ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			(con) el	the	#20»21:G4151	G3588_D	
Eph.1.13#11	εν	in	G1722=PREP								G1722_B	
Eph.1.13#12	ω	whom	G3739=R-DSM								G3739_B	
Eph.1.13#13	και	also	G2532=CONJ								G2532_B	
Eph.1.13#14	πιστευσαντες	after that ye believed	G4100=V-AAP-NPM								G4100_A	
Eph.1.13#15	εσφραγισθητε	ye were sealed	G4972=V-API-2P								G4972_A	
Eph.1.13#16	τῆς	with that	G3588=T-DSN	ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			de la	the	#22»23:G1860	G3588_E	
Eph.1.13#17	ἁγίῳ	holy	G40=A-DSN	ἅγιος=holy	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			santo	: holy»holy|1_holy	#25	G40_A	G0039
Eph.1.13#18	τω	Spirit	G3588/G4151=T-DSN								G3588_F	
